split,class,kind,path,source,metadata
train,full,original,train/original/full/original_0023.jpg,train/full/original_0023.jpg,
train,full,original,train/original/full/original_0024.jpg,train/full/original_0024.jpg,
train,full,original,train/original/full/original_0025.jpg,train/full/original_0025.jpg,
train,full,original,train/original/full/original_0026.jpg,train/full/original_0026.jpg,
train,full,original,train/original/full/original_0027.jpg,train/full/original_0027.jpg,
train,full,original,train/original/full/original_0028.jpg,train/full/original_0028.jpg,
train,full,original,train/original/full/original_0029.jpg,train/full/original_0029.jpg,
train,full,original,train/original/full/original_0030.jpg,train/full/original_0030.jpg,
train,full,original,train/original/full/original_0031.jpg,train/full/original_0031.jpg,
train,full,original,train/original/full/original_0032.jpg,train/full/original_0032.jpg,
train,full,original,train/original/full/original_0033.jpg,train/full/original_0033.jpg,
train,full,original,train/original/full/original_0034.jpg,train/full/original_0034.jpg,
train,full,original,train/original/full/original_0035.jpg,train/full/original_0035.jpg,
train,full,original,train/original/full/original_0036.jpg,train/full/original_0036.jpg,
train,full,original,train/original/full/original_0037.jpg,train/full/original_0037.jpg,
train,full,original,train/original/full/original_0038.jpg,train/full/original_0038.jpg,
train,full,original,train/original/full/original_0039.jpg,train/full/original_0039.jpg,
train,full,original,train/original/full/original_0040.jpg,train/full/original_0040.jpg,
train,full,original,train/original/full/original_0041.jpg,train/full/original_0041.jpg,
train,full,original,train/original/full/original_0042.jpg,train/full/original_0042.jpg,
train,full,original,train/original/full/original_0043.jpg,train/full/original_0043.jpg,
train,full,original,train/original/full/original_0044.jpg,train/full/original_0044.jpg,
manual-review,full,original,manual-review/full/train_original_0045.jpg,train/full/original_0045.jpg,strict-fill-definition ambiguity
manual-review,full,original,manual-review/full/train_original_0046.jpg,train/full/original_0046.jpg,strict-fill-definition ambiguity
manual-review,full,original,manual-review/full/train_original_0047.jpg,train/full/original_0047.jpg,strict-fill-definition ambiguity
manual-review,full,original,manual-review/full/train_original_0048.jpg,train/full/original_0048.jpg,strict-fill-definition ambiguity
train,full,original,train/original/full/original_0049.jpg,train/full/original_0049.jpg,
train,full,original,train/original/full/original_0050.jpg,train/full/original_0050.jpg,
train,full,original,train/original/full/original_0051.jpg,train/full/original_0051.jpg,
train,full,original,train/original/full/original_0052.jpg,train/full/original_0052.jpg,
train,full,original,train/original/full/original_0053.jpg,train/full/original_0053.jpg,
train,full,original,train/original/full/original_0054.jpg,train/full/original_0054.jpg,
train,full,original,train/original/full/original_0055.jpg,train/full/original_0055.jpg,
train,full,original,train/original/full/original_0056.jpg,train/full/original_0056.jpg,
train,full,original,train/original/full/original_0057.jpg,train/full/original_0057.jpg,
train,full,original,train/original/full/original_0058.jpg,train/full/original_0058.jpg,
train,full,original,train/original/full/original_0059.jpg,train/full/original_0059.jpg,
train,full,original,train/original/full/original_0060.jpg,train/full/original_0060.jpg,
train,full,original,train/original/full/original_0061.jpg,train/full/original_0061.jpg,
train,full,original,train/original/full/original_0062.jpg,train/full/original_0062.jpg,
manual-review,full,original,manual-review/full/train_original_0063.jpg,train/full/original_0063.jpg,strict-fill-definition ambiguity
manual-review,full,original,manual-review/full/train_original_0064.jpg,train/full/original_0064.jpg,strict-fill-definition ambiguity
manual-review,full,original,manual-review/full/train_original_0065.jpg,train/full/original_0065.jpg,strict-fill-definition ambiguity
manual-review,full,original,manual-review/full/train_original_0066.jpg,train/full/original_0066.jpg,strict-fill-definition ambiguity
validation,empty,original,validation/empty/original_0001.jpg,validation/empty/original_0001.jpg,
validation,empty,original,validation/empty/original_0002.jpg,validation/empty/original_0002.jpg,
validation,empty,original,validation/empty/original_0003.jpg,validation/empty/original_0003.jpg,
validation,empty,original,validation/empty/original_0004.jpg,validation/empty/original_0004.jpg,
validation,empty,original,validation/empty/original_0005.jpg,validation/empty/original_0005.jpg,
validation,empty,original,validation/empty/original_0006.jpg,validation/empty/original_0006.jpg,
validation,empty,original,validation/empty/original_0007.jpg,validation/empty/original_0007.jpg,
validation,empty,original,validation/empty/original_0008.jpg,validation/empty/original_0008.jpg,
validation,half-full,original,validation/half-full/original_0001.jpg,validation/half-full/original_0001.jpg,
validation,half-full,original,validation/half-full/original_0002.jpg,validation/half-full/original_0002.jpg,
validation,half-full,original,validation/half-full/original_0003.jpg,validation/half-full/original_0003.jpg,
validation,half-full,original,validation/half-full/original_0004.jpg,validation/half-full/original_0004.jpg,
validation,half-full,original,validation/half-full/original_0005.jpg,validation/half-full/original_0005.jpg,
validation,half-full,original,validation/half-full/original_0006.jpg,validation/half-full/original_0006.jpg,
validation,half-full,original,validation/half-full/original_0007.jpg,validation/half-full/original_0007.jpg,
validation,half-full,original,validation/half-full/original_0008.jpg,validation/half-full/original_0008.jpg,
validation,half-full,original,validation/half-full/original_0009.jpg,validation/half-full/original_0009.jpg,
validation,half-full,original,validation/half-full/original_0010.jpg,validation/half-full/original_0010.jpg,
validation,half-full,original,validation/half-full/original_0011.jpg,validation/half-full/original_0011.jpg,
validation,half-full,original,validation/half-full/original_0012.jpg,validation/half-full/original_0012.jpg,
validation,half-full,original,validation/half-full/original_0013.jpg,validation/half-full/original_0013.jpg,
validation,half-full,original,validation/half-full/original_0014.jpg,validation/half-full/original_0014.jpg,
validation,half-full,original,validation/half-full/original_0015.jpg,validation/half-full/original_0015.jpg,
validation,half-full,original,validation/half-full/original_0016.jpg,validation/half-full/original_0016.jpg,
validation,full,original,validation/full/original_0001.jpg,validation/full/original_0001.jpg,
validation,full,original,validation/full/original_0002.jpg,validation/full/original_0002.jpg,
validation,full,original,validation/full/original_0003.jpg,validation/full/original_0003.jpg,
validation,full,original,validation/full/original_0004.jpg,validation/full/original_0004.jpg,
validation,full,original,validation/full/original_0005.jpg,validation/full/original_0005.jpg,
validation,full,original,validation/full/original_0006.jpg,validation/full/original_0006.jpg,
validation,full,original,validation/full/original_0007.jpg,validation/full/original_0007.jpg,
validation,full,original,validation/full/original_0008.jpg,validation/full/original_0008.jpg,
validation,full,original,validation/full/original_0009.jpg,validation/full/original_0009.jpg,
validation,full,original,validation/full/original_0010.jpg,validation/full/original_0010.jpg,
validation,full,original,validation/full/original_0011.jpg,validation/full/original_0011.jpg,
validation,full,original,validation/full/original_0012.jpg,validation/full/original_0012.jpg,
validation,full,original,validation/full/original_0013.jpg,validation/full/original_0013.jpg,
validation,full,original,validation/full/original_0014.jpg,validation/full/original_0014.jpg,
validation,full,original,validation/full/original_0015.jpg,validation/full/original_0015.jpg,
validation,full,original,validation/full/original_0016.jpg,validation/full/original_0016.jpg,
test,empty,original,test/empty/original_0001.jpg,test/empty/original_0001.jpg,
test,empty,original,test/empty/original_0002.jpg,test/empty/original_0002.jpg,
test,empty,original,test/empty/original_0003.jpg,test/empty/original_0003.jpg,
test,empty,original,test/empty/original_0004.jpg,test/empty/original_0004.jpg,
test,empty,original,test/empty/original_0005.jpg,test/empty/original_0005.jpg,
test,empty,original,test/empty/original_0006.jpg,test/empty/original_0006.jpg,
test,empty,original,test/empty/original_0007.jpg,test/empty/original_0007.jpg,
test,empty,original,test/empty/original_0008.jpg,test/empty/original_0008.jpg,
test,half-full,original,test/half-full/original_0001.jpg,test/half-full/original_0001.jpg,
test,half-full,original,test/half-full/original_0002.jpg,test/half-full/original_0002.jpg,
test,half-full,original,test/half-full/original_0003.jpg,test/half-full/original_0003.jpg,
test,half-full,original,test/half-full/original_0004.jpg,test/half-full/original_0004.jpg,
test,half-full,original,test/half-full/original_0005.jpg,test/half-full/original_0005.jpg,
test,half-full,original,test/half-full/original_0006.jpg,test/half-full/original_0006.jpg,
test,half-full,original,test/half-full/original_0007.jpg,test/half-full/original_0007.jpg,
test,half-full,original,test/half-full/original_0008.jpg,test/half-full/original_0008.jpg,
test,half-full,original,test/half-full/original_0009.jpg,test/half-full/original_0009.jpg,
test,half-full,original,test/half-full/original_0010.jpg,test/half-full/original_0010.jpg,
test,half-full,original,test/half-full/original_0011.jpg,test/half-full/original_0011.jpg,
test,half-full,original,test/half-full/original_0012.jpg,test/half-full/original_0012.jpg,
test,half-full,original,test/half-full/original_0013.jpg,test/half-full/original_0013.jpg,
test,half-full,original,test/half-full/original_0014.jpg,test/half-full/original_0014.jpg,
test,half-full,original,test/half-full/original_0015.jpg,test/half-full/original_0015.jpg,
test,half-full,original,test/half-full/original_0016.jpg,test/half-full/original_0016.jpg,
test,full,original,test/full/original_0001.jpg,test/full/original_0001.jpg,
test,full,original,test/full/original_0002.jpg,test/full/original_0002.jpg,
test,full,original,test/full/original_0003.jpg,test/full/original_0003.jpg,
test,full,original,test/full/original_0004.jpg,test/full/original_0004.jpg,
test,full,original,test/full/original_0005.jpg,test/full/original_0005.jpg,
test,full,original,test/full/original_0006.jpg,test/full/original_0006.jpg,
test,full,original,test/full/original_0007.jpg,test/full/original_0007.jpg,
test,full,original,test/full/original_0008.jpg,test/full/original_0008.jpg,
test,full,original,test/full/original_0009.jpg,test/full/original_0009.jpg,
test,full,original,test/full/original_0010.jpg,test/full/original_0010.jpg,
test,full,original,test/full/original_0011.jpg,test/full/original_0011.jpg,
test,full,original,test/full/original_0012.jpg,test/full/original_0012.jpg,
test,full,original,test/full/original_0013.jpg,test/full/original_0013.jpg,
test,full,original,test/full/original_0014.jpg,test/full/original_0014.jpg,
test,full,original,test/full/original_0015.jpg,test/full/original_0015.jpg,
test,full,original,test/full/original_0016.jpg,test/full/original_0016.jpg,
train,empty,synthetic,train/synthetic/empty/synthetic_0001.jpg,train/empty/original_0001.jpg,"{""zoom"":0.9110891241286987,""offset_x"":0,""offset_y"":0,""distance"":""medium"",""rotation"":-8.595470987851517,""perspective"":true,""horizontal_flip"":false,""brightness"":1.0298733007996645,""contrast"":1.1275612709864595,""saturation"":0.8612897158152473,""temperature"":-0.1282638983899734,""blur"":0.6150979835722022,""noise_sigma"":0.0,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0002.jpg,train/empty/original_0002.jpg,"{""zoom"":0.9483441687971907,""offset_x"":0,""offset_y"":0,""distance"":""medium"",""rotation"":8.681251613981964,""perspective"":false,""horizontal_flip"":false,""brightness"":1.0434220353863786,""contrast"":1.0516612458452803,""saturation"":1.2920038015331081,""temperature"":-0.026728296626046144,""blur"":0.0,""noise_sigma"":5.784272982596187,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0003.jpg,train/empty/original_0003.jpg,"{""zoom"":0.8559209979732797,""offset_x"":14,""offset_y"":83,""distance"":""medium"",""rotation"":7.951013065717341,""perspective"":true,""horizontal_flip"":true,""brightness"":1.1155561478680267,""contrast"":1.2170405431200821,""saturation"":1.2417817533428264,""temperature"":-0.014363579120471287,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0004.jpg,train/empty/original_0004.jpg,"{""zoom"":0.7594727803462812,""offset_x"":26,""offset_y"":86,""distance"":""medium"",""rotation"":0.7412306969716642,""perspective"":false,""horizontal_flip"":false,""brightness"":1.1515447439755024,""contrast"":1.20782737942979,""saturation"":1.0054582476824612,""temperature"":-0.1202483754808337,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":80}"
train,empty,synthetic,train/synthetic/empty/synthetic_0005.jpg,train/empty/original_0005.jpg,"{""zoom"":0.7479489479632329,""offset_x"":130,""offset_y"":53,""distance"":""medium"",""rotation"":-7.622772227707047,""perspective"":true,""horizontal_flip"":false,""brightness"":0.9952694750559281,""contrast"":1.0603379621593136,""saturation"":0.7315817549947172,""temperature"":0.011640533260601299,""blur"":0.0,""noise_sigma"":7.746857767214966,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0006.jpg,train/empty/original_0006.jpg,"{""zoom"":0.6022021450769534,""offset_x"":163,""offset_y"":176,""distance"":""far""}"
train,empty,synthetic,train/synthetic/empty/synthetic_0007.jpg,train/empty/original_0007.jpg,"{""zoom"":0.6857792200390302,""offset_x"":84,""offset_y"":33,""distance"":""far""}"
train,empty,synthetic,train/synthetic/empty/synthetic_0008.jpg,train/empty/original_0008.jpg,"{""zoom"":0.8289608465342959,""offset_x"":68,""offset_y"":164,""distance"":""medium"",""rotation"":8.691961153051508,""perspective"":false,""horizontal_flip"":true,""brightness"":1.0302746270069165,""contrast"":1.27660031085333,""saturation"":0.8293676531937977,""temperature"":0.15241196371943314,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":50}"
train,empty,synthetic,train/synthetic/empty/synthetic_0009.jpg,train/empty/original_0009.jpg,"{""zoom"":0.8021274276047599,""offset_x"":48,""offset_y"":150,""distance"":""medium"",""rotation"":-5.787350876025549,""perspective"":true,""horizontal_flip"":true,""brightness"":0.7129675937872252,""contrast"":0.8752943549417104,""saturation"":1.1977928323967273,""temperature"":0.06306808352911422,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":86}"
train,empty,synthetic,train/synthetic/empty/synthetic_0010.jpg,train/empty/original_0010.jpg,"{""zoom"":0.9614071251132064,""offset_x"":28,""offset_y"":37,""distance"":""medium"",""rotation"":-6.748442395827507,""perspective"":true,""horizontal_flip"":false,""brightness"":0.8860922233955781,""contrast"":1.2210500293973277,""saturation"":1.2596246277569545,""temperature"":-0.09852136349317434,""blur"":0.4615918188092134,""noise_sigma"":0.0,""jpeg_quality"":58}"
train,empty,synthetic,train/synthetic/empty/synthetic_0011.jpg,train/empty/original_0011.jpg,"{""zoom"":1.0473419355569242,""offset_x"":-34,""offset_y"":-17,""distance"":""close"",""rotation"":-0.4978608074141544,""perspective"":true,""horizontal_flip"":true,""brightness"":0.8699942095829875,""contrast"":1.100275033809044,""saturation"":0.7393067775888043,""temperature"":-0.0553944194679718,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0012.jpg,train/empty/original_0012.jpg,"{""zoom"":0.8558291672167138,""offset_x"":104,""offset_y"":53,""distance"":""medium"",""rotation"":4.868628575738917,""perspective"":false,""horizontal_flip"":false,""brightness"":1.1355847291098604,""contrast"":1.0672211267394487,""saturation"":0.9742462969003785,""temperature"":-0.00658690510820964,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":87}"
train,empty,synthetic,train/synthetic/empty/synthetic_0013.jpg,train/empty/original_0013.jpg,"{""zoom"":0.5704245290045346,""offset_x"":210,""offset_y"":220,""distance"":""far""}"
train,empty,synthetic,train/synthetic/empty/synthetic_0014.jpg,train/empty/original_0014.jpg,"{""zoom"":1.0632932976741025,""offset_x"":-6,""offset_y"":-9,""distance"":""close"",""rotation"":-8.995818320369253,""perspective"":false,""horizontal_flip"":false,""brightness"":0.8329522112509284,""contrast"":0.9358457056001931,""saturation"":0.6967319403095902,""temperature"":0.14139919732032516,""blur"":0.3016992528330569,""noise_sigma"":3.6067058132406897,""jpeg_quality"":52}"
train,empty,synthetic,train/synthetic/empty/synthetic_0015.jpg,train/empty/original_0015.jpg,"{""zoom"":0.9869702610895814,""offset_x"":0,""offset_y"":13,""distance"":""medium"",""rotation"":3.3776787192838036,""perspective"":false,""horizontal_flip"":false,""brightness"":1.0111223445331499,""contrast"":0.9137349992758677,""saturation"":1.0888938154253656,""temperature"":0.06982523071554919,""blur"":0.40479650287356905,""noise_sigma"":0.0,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0016.jpg,train/empty/original_0016.jpg,"{""zoom"":0.6308063841953438,""offset_x"":110,""offset_y"":193,""distance"":""far"",""rotation"":-4.610318403819104,""perspective"":true,""horizontal_flip"":true,""brightness"":1.0870030524648735,""contrast"":1.2385895946063932,""saturation"":1.0052319107903227,""temperature"":-0.09118484358701778,""blur"":1.2254103233631115,""noise_sigma"":0.0,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0017.jpg,train/empty/original_0017.jpg,"{""zoom"":1.0988707930573707,""offset_x"":-42,""offset_y"":-22,""distance"":""close"",""rotation"":3.749394562572416,""perspective"":true,""horizontal_flip"":false,""brightness"":1.2428647531962804,""contrast"":1.0790848862943367,""saturation"":1.0678771083847804,""temperature"":0.05333695720449674,""blur"":1.1826674872644432,""noise_sigma"":0.0,""jpeg_quality"":63}"
train,empty,synthetic,train/synthetic/empty/synthetic_0018.jpg,train/empty/original_0018.jpg,"{""zoom"":0.9433373212301144,""offset_x"":30,""offset_y"":0,""distance"":""medium"",""rotation"":-2.102471471850648,""perspective"":true,""horizontal_flip"":false,""brightness"":0.8862938444258401,""contrast"":0.912661541338926,""saturation"":1.0045753648842632,""temperature"":0.02986116734637928,""blur"":0.6605605539463378,""noise_sigma"":0.0,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0019.jpg,train/empty/original_0019.jpg,"{""zoom"":0.7307430558827852,""offset_x"":137,""offset_y"":155,""distance"":""medium"",""rotation"":-8.046804238865716,""perspective"":true,""horizontal_flip"":true,""brightness"":0.94703722550666,""contrast"":1.049294409106533,""saturation"":0.8831614984793363,""temperature"":0.11225186510369076,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":95}"
train,empty,synthetic,train/synthetic/empty/synthetic_0020.jpg,train/empty/original_0020.jpg,"{""zoom"":0.5748606609370903,""offset_x"":235,""offset_y"":298,""distance"":""far"",""rotation"":2.7237087207198734,""perspective"":true,""horizontal_flip"":true,""brightness"":1.2642994227648279,""contrast"":0.9640447788514458,""saturation"":1.1214558398437269,""temperature"":-0.031998250750309265,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":56}"
train,empty,synthetic,train/synthetic/empty/synthetic_0021.jpg,train/empty/original_0021.jpg,"{""zoom"":0.9037297980994036,""offset_x"":69,""offset_y"":92,""distance"":""medium"",""rotation"":0.23838345202647382,""perspective"":false,""horizontal_flip"":false,""brightness"":0.7930214839957711,""contrast"":1.2943940863428027,""saturation"":0.8462150564406136,""temperature"":-0.023842765506026486,""blur"":0.0,""noise_sigma"":0.0,""jpeg_quality"":49}"
train,empty,synthetic,train/synthetic/empty/synthetic_0022.jpg,train/empty/original_0022.jpg,"{""zoom"":0.6798909169276992,""offset_x"":185,""offset_y"":46,""distance"":""far"",""rotation"":-1.7230896040127721,""perspective"":false,""horizontal_flip"":true,""brightness"":1.1874857462766917,""contrast"":1.1487197144689874,""saturation"":0.7078153600003892,""temperature"":-0.02469002536213588,""blur"":0.5938692532794276,""noise_sigma"":1.7594040724541014,""jpeg_quality"":95}"
